week_id,district_id,district_name,year,month,cases
2022-W08,TD,Thủ Đức,2022,2,184
2022-W08,TP,Tân Phú,2022,2,54
2022-W09,BC,Bình Chánh,2022,2,152
2022-W09,BT,Bình Tân,2022,2,98
2022-W09,BTH,Bình Thạnh,2022,2,46
2022-W09,CC,Củ Chi,2022,2,67
2022-W09,CG,Cần Giờ,2022,2,11
2022-W09,GV,Gò Vấp,2022,2,75
2022-W09,HM,Hóc Môn,2022,2,85
2022-W09,NB,Nhà Bè,2022,2,23
2022-W09,PN,Phú Nhuận,2022,2,7
2022-W09,Q1,Quận 1,2022,2,20
2022-W09,Q10,Quận 10,2022,2,18
2022-W09,Q11,Quận 11,2022,2,20
2022-W09,Q12,Quận 12,2022,2,89
2022-W09,Q3,Quận 3,2022,2,12
2022-W09,Q4,Quận 4,2022,2,14
2022-W09,Q5,Quận 5,2022,2,8
2022-W09,Q6,Quận 6,2022,2,19
2022-W09,Q7,Quận 7,2022,2,46
2022-W09,Q8,Quận 8,2022,2,66
2022-W09,TB,Tân Bình,2022,2,56
2022-W09,TD,Thủ Đức,2022,2,183
2022-W09,TP,Tân Phú,2022,2,45
2022-W10,BC,Bình Chánh,2022,3,141
2022-W10,BT,Bình Tân,2022,3,119
2022-W10,BTH,Bình Thạnh,2022,3,44
2022-W10,CC,Củ Chi,2022,3,66
2022-W10,CG,Cần Giờ,2022,3,11
2022-W10,GV,Gò Vấp,2022,3,86
2022-W10,HM,Hóc Môn,2022,3,84
2022-W10,NB,Nhà Bè,2022,3,36
2022-W10,PN,Phú Nhuận,2022,3,11
2022-W10,Q1,Quận 1,2022,3,20
2022-W10,Q10,Quận 10,2022,3,29
2022-W10,Q11,Quận 11,2022,3,24
2022-W10,Q12,Quận 12,2022,3,99
2022-W10,Q3,Quận 3,2022,3,5
2022-W10,Q4,Quận 4,2022,3,19
2022-W10,Q5,Quận 5,2022,3,18
2022-W10,Q6,Quận 6,2022,3,33
2022-W10,Q7,Quận 7,2022,3,40
2022-W10,Q8,Quận 8,2022,3,56
2022-W10,TB,Tân Bình,2022,3,60
2022-W10,TD,Thủ Đức,2022,3,168
2022-W10,TP,Tân Phú,2022,3,78
2022-W11,BC,Bình Chánh,2022,3,148
2022-W11,BT,Bình Tân,2022,3,102
2022-W11,BTH,Bình Thạnh,2022,3,64
2022-W11,CC,Củ Chi,2022,3,74
2022-W11,CG,Cần Giờ,2022,3,12
2022-W11,GV,Gò Vấp,2022,3,100
2022-W11,HM,Hóc Môn,2022,3,71
2022-W11,NB,Nhà Bè,2022,3,38
2022-W11,PN,Phú Nhuận,2022,3,16
2022-W11,Q1,Quận 1,2022,3,13
2022-W11,Q10,Quận 10,2022,3,18
2022-W11,Q11,Quận 11,2022,3,21
2022-W11,Q12,Quận 12,2022,3,97
2022-W11,Q3,Quận 3,2022,3,14
2022-W11,Q4,Quận 4,2022,3,20
2022-W11,Q5,Quận 5,2022,3,12
2022-W11,Q6,Quận 6,2022,3,27
2022-W11,Q7,Quận 7,2022,3,42
2022-W11,Q8,Quận 8,2022,3,51
2022-W11,TB,Tân Bình,2022,3,48
2022-W11,TD,Thủ Đức,2022,3,164
2022-W11,TP,Tân Phú,2022,3,50
2022-W12,BC,Bình Chánh,2022,3,133
2022-W12,BT,Bình Tân,2022,3,136
2022-W12,BTH,Bình Thạnh,2022,3,68
2022-W12,CC,Củ Chi,2022,3,64
2022-W12,CG,Cần Giờ,2022,3,9
2022-W12,GV,Gò Vấp,2022,3,79
2022-W12,HM,Hóc Môn,2022,3,71
2022-W12,NB,Nhà Bè,2022,3,28
2022-W12,PN,Phú Nhuận,2022,3,14
2022-W12,Q1,Quận 1,2022,3,20
2022-W12,Q10,Quận 10,2022,3,11
2022-W12,Q11,Quận 11,2022,3,18
2022-W12,Q12,Quận 12,2022,3,81
2022-W12,Q3,Quận 3,2022,3,15
2022-W12,Q4,Quận 4,2022,3,21
2022-W12,Q5,Quận 5,2022,3,17
2022-W12,Q6,Quận 6,2022,3,20
2022-W12,Q7,Quận 7,2022,3,43
2022-W12,Q8,Quận 8,2022,3,44
2022-W12,TB,Tân Bình,2022,3,55
2022-W12,TD,Thủ Đức,2022,3,196
2022-W12,TP,Tân Phú,2022,3,63
2022-W13,BC,Bình Chánh,2022,3,127
2022-W13,BT,Bình Tân,2022,3,124
2022-W13,BTH,Bình Thạnh,2022,3,63
2022-W13,CC,Củ Chi,2022,3,78
2022-W13,CG,Cần Giờ,2022,3,10
2022-W13,GV,Gò Vấp,2022,3,93
2022-W13,HM,Hóc Môn,2022,3,71
2022-W13,NB,Nhà Bè,2022,3,29
2022-W13,PN,Phú Nhuận,2022,3,10
2022-W13,Q1,Quận 1,2022,3,11
2022-W13,Q10,Quận 10,2022,3,14
2022-W13,Q11,Quận 11,2022,3,28
2022-W13,Q12,Quận 12,2022,3,75
2022-W13,Q3,Quận 3,2022,3,21
2022-W13,Q4,Quận 4,2022,3,23
2022-W13,Q5,Quận 5,2022,3,21
2022-W13,Q6,Quận 6,2022,3,25
2022-W13,Q7,Quận 7,2022,3,44
2022-W13,Q8,Quận 8,2022,3,40
2022-W13,TB,Tân Bình,2022,3,58
2022-W13,TD,Thủ Đức,2022,3,187
2022-W13,TP,Tân Phú,2022,3,53
2022-W14,BC,Bình Chánh,2022,4,144
2022-W14,BT,Bình Tân,2022,4,117
2022-W14,BTH,Bình Thạnh,2022,4,60
2022-W14,CC,Củ Chi,2022,4,75
2022-W14,CG,Cần Giờ,2022,4,16
2022-W14,GV,Gò Vấp,2022,4,87
2022-W14,HM,Hóc Môn,2022,4,74
2022-W14,NB,Nhà Bè,2022,4,46
2022-W14,PN,Phú Nhuận,2022,4,15
2022-W14,Q1,Quận 1,2022,4,15
2022-W14,Q10,Quận 10,2022,4,23
2022-W14,Q11,Quận 11,2022,4,22
2022-W14,Q12,Quận 12,2022,4,84
2022-W14,Q3,Quận 3,2022,4,13
2022-W14,Q4,Quận 4,2022,4,21
2022-W14,Q5,Quận 5,2022,4,21
2022-W14,Q6,Quận 6,2022,4,24
2022-W14,Q7,Quận 7,2022,4,42
2022-W14,Q8,Quận 8,2022,4,62
2022-W14,TB,Tân Bình,2022,4,68
2022-W14,TD,Thủ Đức,2022,4,194
2022-W14,TP,Tân Phú,2022,4,53
2022-W15,BC,Bình Chánh,2022,4,171
2022-W15,BT,Bình Tân,2022,4,112
2022-W15,BTH,Bình Thạnh,2022,4,61
2022-W15,CC,Củ Chi,2022,4,65
2022-W15,CG,Cần Giờ,2022,4,11
2022-W15,GV,Gò Vấp,2022,4,102
2022-W15,HM,Hóc Môn,2022,4,80
2022-W15,NB,Nhà Bè,2022,4,39
2022-W15,PN,Phú Nhuận,2022,4,17
2022-W15,Q1,Quận 1,2022,4,16
2022-W15,Q10,Quận 10,2022,4,22
2022-W15,Q11,Quận 11,2022,4,24
2022-W15,Q12,Quận 12,2022,4,77
2022-W15,Q3,Quận 3,2022,4,14
2022-W15,Q4,Quận 4,2022,4,31
2022-W15,Q5,Quận 5,2022,4,20
2022-W15,Q6,Quận 6,2022,4,30
2022-W15,Q7,Quận 7,2022,4,43
2022-W15,Q8,Quận 8,2022,4,50
2022-W15,TB,Tân Bình,2022,4,77
2022-W15,TD,Thủ Đức,2022,4,163
2022-W15,TP,Tân Phú,2022,4,66
2022-W16,BC,Bình Chánh,2022,4,168
2022-W16,BT,Bình Tân,2022,4,123
2022-W16,BTH,Bình Thạnh,2022,4,70
2022-W16,CC,Củ Chi,2022,4,85
2022-W16,CG,Cần Giờ,2022,4,11
2022-W16,GV,Gò Vấp,2022,4,87
2022-W16,HM,Hóc Môn,2022,4,79
2022-W16,NB,Nhà Bè,2022,4,36
2022-W16,PN,Phú Nhuận,2022,4,21
2022-W16,Q1,Quận 1,2022,4,21
2022-W16,Q10,Quận 10,2022,4,16
2022-W16,Q11,Quận 11,2022,4,25
2022-W16,Q12,Quận 12,2022,4,72
2022-W16,Q3,Quận 3,2022,4,11
2022-W16,Q4,Quận 4,2022,4,24
2022-W16,Q5,Quận 5,2022,4,22
2022-W16,Q6,Quận 6,2022,4,30
2022-W16,Q7,Quận 7,2022,4,44
2022-W16,Q8,Quận 8,2022,4,44
2022-W16,TB,Tân Bình,2022,4,64
2022-W16,TD,Thủ Đức,2022,4,206
2022-W16,TP,Tân Phú,2022,4,69
2022-W17,BC,Bình Chánh,2022,4,149
2022-W17,BT,Bình Tân,2022,4,142
2022-W17,BTH,Bình Thạnh,2022,4,75
2022-W17,CC,Củ Chi,2022,4,87
2022-W17,CG,Cần Giờ,2022,4,8
2022-W17,GV,Gò Vấp,2022,4,108
2022-W17,HM,Hóc Môn,2022,4,97
2022-W17,NB,Nhà Bè,2022,4,33
2022-W17,PN,Phú Nhuận,2022,4,11
2022-W17,Q1,Quận 1,2022,4,15
2022-W17,Q10,Quận 10,2022,4,21
2022-W17,Q11,Quận 11,2022,4,31
2022-W17,Q12,Quận 12,2022,4,85
2022-W17,Q3,Quận 3,2022,4,16
2022-W17,Q4,Quận 4,2022,4,25
2022-W17,Q5,Quận 5,2022,4,19
2022-W17,Q6,Quận 6,2022,4,27
2022-W17,Q7,Quận 7,2022,4,53
2022-W17,Q8,Quận 8,2022,4,63
2022-W17,TB,Tân Bình,2022,4,81
2022-W17,TD,Thủ Đức,2022,4,192
2022-W17,TP,Tân Phú,2022,4,66
2022-W18,BC,Bình Chánh,2022,4,169
2022-W18,BT,Bình Tân,2022,4,120
2022-W18,BTH,Bình Thạnh,2022,4,63
2022-W18,CC,Củ Chi,2022,4,77
2022-W18,CG,Cần Giờ,2022,4,9
2022-W18,GV,Gò Vấp,2022,4,105
2022-W18,HM,Hóc Môn,2022,4,86
2022-W18,NB,Nhà Bè,2022,4,46
2022-W18,PN,Phú Nhuận,2022,4,17
2022-W18,Q1,Quận 1,2022,4,20
2022-W18,Q10,Quận 10,2022,4,23
2022-W18,Q11,Quận 11,2022,4,20
2022-W18,Q12,Quận 12,2022,4,79
2022-W18,Q3,Quận 3,2022,4,12
2022-W18,Q4,Quận 4,2022,4,21
2022-W18,Q5,Quận 5,2022,4,22
2022-W18,Q6,Quận 6,2022,4,32
2022-W18,Q7,Quận 7,2022,4,53
2022-W18,Q8,Quận 8,2022,4,57
2022-W18,TB,Tân Bình,2022,4,71
2022-W18,TD,Thủ Đức,2022,4,187
2022-W18,TP,Tân Phú,2022,4,65
2022-W19,BC,Bình Chánh,2022,5,178
2022-W19,BT,Bình Tân,2022,5,146
2022-W19,BTH,Bình Thạnh,2022,5,68
2022-W19,CC,Củ Chi,2022,5,79
2022-W19,CG,Cần Giờ,2022,5,18
2022-W19,GV,Gò Vấp,2022,5,99
2022-W19,HM,Hóc Môn,2022,5,115
2022-W19,NB,Nhà Bè,2022,5,53
2022-W19,PN,Phú Nhuận,2022,5,12
2022-W19,Q1,Quận 1,2022,5,26
2022-W19,Q10,Quận 10,2022,5,19
2022-W19,Q11,Quận 11,2022,5,37
2022-W19,Q12,Quận 12,2022,5,88
2022-W19,Q3,Quận 3,2022,5,23
2022-W19,Q4,Quận 4,2022,5,28
2022-W19,Q5,Quận 5,2022,5,29
2022-W19,Q6,Quận 6,2022,5,29
2022-W19,Q7,Quận 7,2022,5,44
2022-W19,Q8,Quận 8,2022,5,44
2022-W19,TB,Tân Bình,2022,5,69
2022-W19,TD,Thủ Đức,2022,5,216
2022-W19,TP,Tân Phú,2022,5,55
2022-W20,BC,Bình Chánh,2022,5,168
2022-W20,BT,Bình Tân,2022,5,160
2022-W20,BTH,Bình Thạnh,2022,5,70
2022-W20,CC,Củ Chi,2022,5,101
2022-W20,CG,Cần Giờ,2022,5,20
2022-W20,GV,Gò Vấp,2022,5,127
2022-W20,HM,Hóc Môn,2022,5,110
2022-W20,NB,Nhà Bè,2022,5,40
2022-W20,PN,Phú Nhuận,2022,5,20
2022-W20,Q1,Quận 1,2022,5,21
2022-W20,Q10,Quận 10,2022,5,20
2022-W20,Q11,Quận 11,2022,5,25
2022-W20,Q12,Quận 12,2022,5,95
2022-W20,Q3,Quận 3,2022,5,7
2022-W20,Q4,Quận 4,2022,5,24
2022-W20,Q5,Quận 5,2022,5,24
2022-W20,Q6,Quận 6,2022,5,32
2022-W20,Q7,Quận 7,2022,5,67
2022-W20,Q8,Quận 8,2022,5,61
2022-W20,TB,Tân Bình,2022,5,93
2022-W20,TD,Thủ Đức,2022,5,208
2022-W20,TP,Tân Phú,2022,5,76
2022-W21,BC,Bình Chánh,2022,5,169
2022-W21,BT,Bình Tân,2022,5,159
2022-W21,BTH,Bình Thạnh,2022,5,77
2022-W21,CC,Củ Chi,2022,5,101
2022-W21,CG,Cần Giờ,2022,5,18
2022-W21,GV,Gò Vấp,2022,5,101
2022-W21,HM,Hóc Môn,2022,5,107
2022-W21,NB,Nhà Bè,2022,5,37
2022-W21,PN,Phú Nhuận,2022,5,22
2022-W21,Q1,Quận 1,2022,5,25
2022-W21,Q10,Quận 10,2022,5,16
2022-W21,Q11,Quận 11,2022,5,26
2022-W21,Q12,Quận 12,2022,5,112
2022-W21,Q3,Quận 3,2022,5,10
2022-W21,Q4,Quận 4,2022,5,29
2022-W21,Q5,Quận 5,2022,5,26
2022-W21,Q6,Quận 6,2022,5,34
2022-W21,Q7,Quận 7,2022,5,61
2022-W21,Q8,Quận 8,2022,5,65
2022-W21,TB,Tân Bình,2022,5,72
2022-W21,TD,Thủ Đức,2022,5,246
2022-W21,TP,Tân Phú,2022,5,84
2022-W22,BC,Bình Chánh,2022,5,196
2022-W22,BT,Bình Tân,2022,5,161
2022-W22,BTH,Bình Thạnh,2022,5,86
2022-W22,CC,Củ Chi,2022,5,105
2022-W22,CG,Cần Giờ,2022,5,21
2022-W22,GV,Gò Vấp,2022,5,109
2022-W22,HM,Hóc Môn,2022,5,96
2022-W22,NB,Nhà Bè,2022,5,51
2022-W22,PN,Phú Nhuận,2022,5,19
2022-W22,Q1,Quận 1,2022,5,26
2022-W22,Q10,Quận 10,2022,5,30
2022-W22,Q11,Quận 11,2022,5,34
2022-W22,Q12,Quận 12,2022,5,136
2022-W22,Q3,Quận 3,2022,5,20
2022-W22,Q4,Quận 4,2022,5,24
2022-W22,Q5,Quận 5,2022,5,13
2022-W22,Q6,Quận 6,2022,5,33
2022-W22,Q7,Quận 7,2022,5,61
2022-W22,Q8,Quận 8,2022,5,69
2022-W22,TB,Tân Bình,2022,5,80
2022-W22,TD,Thủ Đức,2022,5,233
2022-W22,TP,Tân Phú,2022,5,84
2022-W23,BC,Bình Chánh,2022,6,178
2022-W23,BT,Bình Tân,2022,6,166
2022-W23,BTH,Bình Thạnh,2022,6,70
2022-W23,CC,Củ Chi,2022,6,120
2022-W23,CG,Cần Giờ,2022,6,18
2022-W23,GV,Gò Vấp,2022,6,116
2022-W23,HM,Hóc Môn,2022,6,110
2022-W23,NB,Nhà Bè,2022,6,43
2022-W23,PN,Phú Nhuận,2022,6,25
2022-W23,Q1,Quận 1,2022,6,20
2022-W23,Q10,Quận 10,2022,6,29
2022-W23,Q11,Quận 11,2022,6,38
2022-W23,Q12,Quận 12,2022,6,144
2022-W23,Q3,Quận 3,2022,6,22
2022-W23,Q4,Quận 4,2022,6,21
2022-W23,Q5,Quận 5,2022,6,31
2022-W23,Q6,Quận 6,2022,6,42
2022-W23,Q7,Quận 7,2022,6,46
2022-W23,Q8,Quận 8,2022,6,70
2022-W23,TB,Tân Bình,2022,6,75
2022-W23,TD,Thủ Đức,2022,6,234
2022-W23,TP,Tân Phú,2022,6,64
2022-W24,BC,Bình Chánh,2022,6,193
2022-W24,BT,Bình Tân,2022,6,161
2022-W24,BTH,Bình Thạnh,2022,6,91
2022-W24,CC,Củ Chi,2022,6,110
2022-W24,CG,Cần Giờ,2022,6,19
2022-W24,GV,Gò Vấp,2022,6,122
2022-W24,HM,Hóc Môn,2022,6,103
2022-W24,NB,Nhà Bè,2022,6,49
2022-W24,PN,Phú Nhuận,2022,6,20
2022-W24,Q1,Quận 1,2022,6,23
2022-W24,Q10,Quận 10,2022,6,19
2022-W24,Q11,Quận 11,2022,6,16
2022-W24,Q12,Quận 12,2022,6,113
2022-W24,Q3,Quận 3,2022,6,20
2022-W24,Q4,Quận 4,2022,6,35
2022-W24,Q5,Quận 5,2022,6,18
2022-W24,Q6,Quận 6,2022,6,40
2022-W24,Q7,Quận 7,2022,6,42
2022-W24,Q8,Quận 8,2022,6,73
2022-W24,TB,Tân Bình,2022,6,93
2022-W24,TD,Thủ Đức,2022,6,226
2022-W24,TP,Tân Phú,2022,6,80
2022-W25,BC,Bình Chánh,2022,6,210
2022-W25,BT,Bình Tân,2022,6,169
2022-W25,BTH,Bình Thạnh,2022,6,92
2022-W25,CC,Củ Chi,2022,6,97
2022-W25,CG,Cần Giờ,2022,6,10
2022-W25,GV,Gò Vấp,2022,6,142
2022-W25,HM,Hóc Môn,2022,6,109
2022-W25,NB,Nhà Bè,2022,6,51
2022-W25,PN,Phú Nhuận,2022,6,20
2022-W25,Q1,Quận 1,2022,6,21
2022-W25,Q10,Quận 10,2022,6,19
2022-W25,Q11,Quận 11,2022,6,28
2022-W25,Q12,Quận 12,2022,6,134
2022-W25,Q3,Quận 3,2022,6,23
2022-W25,Q4,Quận 4,2022,6,28
2022-W25,Q5,Quận 5,2022,6,30
2022-W25,Q6,Quận 6,2022,6,38
2022-W25,Q7,Quận 7,2022,6,61
2022-W25,Q8,Quận 8,2022,6,83
2022-W25,TB,Tân Bình,2022,6,83
2022-W25,TD,Thủ Đức,2022,6,268
2022-W25,TP,Tân Phú,2022,6,103
2022-W26,BC,Bình Chánh,2022,6,225
2022-W26,BT,Bình Tân,2022,6,162
2022-W26,BTH,Bình Thạnh,2022,6,126
2022-W26,CC,Củ Chi,2022,6,100
2022-W26,CG,Cần Giờ,2022,6,23
2022-W26,GV,Gò Vấp,2022,6,129
2022-W26,HM,Hóc Môn,2022,6,120
2022-W26,NB,Nhà Bè,2022,6,42
2022-W26,PN,Phú Nhuận,2022,6,34
2022-W26,Q1,Quận 1,2022,6,30
2022-W26,Q10,Quận 10,2022,6,34
2022-W26,Q11,Quận 11,2022,6,29
2022-W26,Q12,Quận 12,2022,6,112
2022-W26,Q3,Quận 3,2022,6,18
2022-W26,Q4,Quận 4,2022,6,30
2022-W26,Q5,Quận 5,2022,6,27
2022-W26,Q6,Quận 6,2022,6,33
2022-W26,Q7,Quận 7,2022,6,67
2022-W26,Q8,Quận 8,2022,6,82
2022-W26,TB,Tân Bình,2022,6,95
2022-W26,TD,Thủ Đức,2022,6,260
2022-W26,TP,Tân Phú,2022,6,81
2022-W27,BC,Bình Chánh,2022,7,223
2022-W27,BT,Bình Tân,2022,7,147
2022-W27,BTH,Bình Thạnh,2022,7,97
2022-W27,CC,Củ Chi,2022,7,85
2022-W27,CG,Cần Giờ,2022,7,16
2022-W27,GV,Gò Vấp,2022,7,140
2022-W27,HM,Hóc Môn,2022,7,127
2022-W27,NB,Nhà Bè,2022,7,51
2022-W27,PN,Phú Nhuận,2022,7,15
2022-W27,Q1,Quận 1,2022,7,25
2022-W27,Q10,Quận 10,2022,7,25
2022-W27,Q11,Quận 11,2022,7,53
2022-W27,Q12,Quận 12,2022,7,134
2022-W27,Q3,Quận 3,2022,7,27
2022-W27,Q4,Quận 4,2022,7,36
2022-W27,Q5,Quận 5,2022,7,36
2022-W27,Q6,Quận 6,2022,7,42
2022-W27,Q7,Quận 7,2022,7,76
2022-W27,Q8,Quận 8,2022,7,80
2022-W27,TB,Tân Bình,2022,7,87
2022-W27,TD,Thủ Đức,2022,7,255
2022-W27,TP,Tân Phú,2022,7,90
